Fecha;Adelantos;Documentos;Hipotecarios;Otros;Personales;Prendarios;Tarjetas
2017-03-16;110331;197521;65279;36939;243919;58433;225115
2017-03-17;107921;197836;65367;36838;244689;58604;222592
2017-03-20;108373;197622;65416;37075;245392;58675;222970
2017-03-21;107944;196870;65523;36958;246014;58753;225548
2017-03-22;106857;197153;65623;36799;247225;58860;226841
2017-03-23;107407;198442;65769;37215;247771;59086;228182
2017-03-27;103211;199423;65830;37227;248404;59217;229727
2017-03-28;102573;197967;65958;37313;249014;59393;234556
2017-03-29;104197;198091;66119;37505;249655;59624;237840
2017-03-30;103452;200156;66263;37940;250013;59874;240167
2017-03-31;100921;201752;66544;38855;249809;60248;241219
2017-04-03;104991;200460;66527;38474;250458;60309;239264
2017-04-04;103875;199133;66613;38598;251086;60512;241317
2017-04-05;102274;200318;66765;38531;251609;60388;239739
2017-04-06;104111;200189;66742;38403;251450;60398;237781
2017-04-07;100834;201903;66901;38638;251795;60565;234970
2017-04-10;105446;202501;66930;38710;252019;60480;230754
2017-04-11;105953;201849;67020;38805;252729;60654;230324
2017-04-12;107169;203131;67214;38673;253548;60783;228628
2017-04-17;110247;203705;67192;38982;254187;60773;222252
2017-04-18;108980;201152;67403;38865;254937;60896;224617
2017-04-19;107669;200808;67501;38840;255832;61019;225308
2017-04-20;105809;201996;67599;38496;256319;61134;227521
2017-04-21;104278;202587;67846;38375;256966;61200;228670
2017-04-24;103036;202680;67940;38421;258071;61304;232187
2017-04-25;105843;201995;68051;38325;258687;61466;234932
2017-04-26;103830;202572;68213;38011;259257;61636;238286
2017-04-27;103721;203752;68363;38976;259909;61826;239109
2017-04-28;103376;205629;68719;39023;259517;62284;239481
2017-05-02;106808;205189;68645;39191;259857;62405;239161
2017-05-03;106099;201844;68751;39271;260218;62542;240161
2017-05-04;103985;201760;68884;39180;260558;62697;236915
2017-05-05;106375;203134;69106;39097;260403;62550;234867
2017-05-08;107889;203523;69252;38935;260483;62686;231556
2017-05-09;109936;203565;69373;39469;261320;62818;230461
2017-05-10;109652;204636;69424;39942;261779;62796;227368
2017-05-11;109926;204968;69594;39972;262364;62976;225413
2017-05-12;108915;206104;69759;40605;263042;63106;221133
2017-05-15;109793;206177;69950;40227;263567;63188;220587
2017-05-16;108675;204871;70124;40519;264222;63362;222589
2017-05-17;106906;204951;70277;40487;264715;63511;224499
2017-05-18;102024;205957;70632;40644;265531;63654;226097
2017-05-19;100126;207524;70951;40619;266337;63928;228165
2017-05-22;104809;207647;71011;40774;267018;64068;230800
2017-05-23;104892;206055;71130;40797;268068;64091;232560
2017-05-24;101027;206575;71318;41235;268524;64227;236787
2017-05-26;101176;207485;71465;41455;269105;64391;238187
2017-05-29;100779;207402;71527;41629;269588;64614;240772
2017-05-30;101036;206859;71641;41585;269901;64872;244381
2017-05-31;96834;206604;72006;41112;269832;66458;244928
2017-06-01;98353;205307;72018;41515;270560;66395;246862
2017-06-02;97764;205382;72116;41725;270803;66528;247664
2017-06-05;98811;205775;72193;41774;270477;66434;245809
2017-06-06;100805;205593;72275;41655;270313;66576;244410
2017-06-07;101106;206915;72420;41620;270926;66741;243320
2017-06-08;100494;208350;72617;41861;271399;66910;240459
2017-06-09;104663;210010;72833;42436;271529;67283;236877
2017-06-12;105280;210663;72933;42295;272160;67021;234399
2017-06-13;106902;209390;73071;42705;272606;67169;235118
2017-06-14;106498;209885;73433;42691;273328;67349;233653
2017-06-15;105320;211309;73691;42365;273547;67518;229904
2017-06-16;104712;212104;73931;42420;274352;67505;228527
2017-06-19;104927;212157;74033;42725;274798;67818;229730
2017-06-21;105206;211785;74183;43241;275413;67941;232450
2017-06-22;103183;211686;74317;43581;276199;67941;235083
2017-06-23;101799;212952;74505;43295;276678;68150;238189
2017-06-26;102419;214181;74633;42828;276883;68271;239404
2017-06-27;100914;214805;74875;42627;277480;68448;242974
2017-06-28;99806;216068;75193;42602;277904;68690;245363
2017-06-29;99732;219735;75563;43493;278115;69587;248375
2017-06-30;97448;223293;75872;44857;277470;69346;248510
2017-07-03;104315;219429;74801;44709;277454;68673;244229
2017-07-04;103264;219023;76309;45163;277834;69444;245517
2017-07-05;103531;219668;76425;44485;278060;69145;242145
2017-07-06;104624;221269;76683;44687;277991;69385;237851
2017-07-07;104570;223425;76939;45519;278597;69523;234885
2017-07-10;109981;223852;77125;45665;278599;69384;229665
2017-07-11;109745;223673;77259;45385;279184;69458;230146
2017-07-12;110570;224403;77454;45672;279660;69615;227870
2017-07-13;110004;225382;77743;45704;280289;69823;223870
2017-07-14;108736;226880;78107;46005;280893;69912;222253
2017-07-17;110242;226955;78273;45984;281353;70071;222696
2017-07-18;108724;225502;78427;46367;281975;70174;226094
2017-07-19;106533;225756;78640;46212;282683;70356;228125
2017-07-20;105095;226937;78910;46030;283007;70600;230421
2017-07-21;103395;228381;79149;45482;283391;70587;232088
2017-07-24;106499;228036;79297;45224;284190;70669;234939
2017-07-25;106176;227088;79730;45314;284782;70869;237324
2017-07-26;105330;227528;79944;45104;285313;71024;240488
2017-07-27;105381;228304;80133;44880;285799;71183;242404
2017-07-28;103924;229497;80652;45956;285913;71359;244496
2017-07-31;102526;230350;81013;45825;285724;71667;246371
2017-08-01;106038;227686;81422;46087;286867;72041;245548
2017-08-02;104888;227100;81639;46673;286918;72212;244065
2017-08-03;105163;228095;81903;46486;287384;72371;240840
2017-08-04;105589;230611;81996;46509;287419;72498;238300
2017-08-07;106940;231319;82218;46383;287553;72293;235308
2017-08-08;108249;231135;82418;46358;288182;72478;235228
2017-08-09;108127;232169;82692;46321;288852;72656;231125
2017-08-10;109173;233871;83052;46280;289491;72847;225664
2017-08-11;110514;235537;83449;46424;290031;72844;223900
2017-08-14;111769;235583;83773;46596;290585;72959;224586
2017-08-15;111207;234319;84012;46285;291321;73096;226401
2017-08-16;113323;234484;84328;46247;292078;73238;228395
2017-08-17;108937;235548;84702;46255;292796;73417;229885
2017-08-18;106495;237308;85150;45876;293844;73608;231624
2017-08-22;109639;237433;85332;45415;294333;73719;234751
2017-08-23;111543;237153;85621;45152;295618;73829;237504
2017-08-24;108532;237473;86006;44825;295987;74051;241075
2017-08-25;106557;239080;86443;44580;296777;74612;243250
2017-08-28;105586;239319;86661;44600;297387;74811;248403
2017-08-29;105249;238634;86958;44658;297992;75101;251685
2017-08-30;104062;240112;87439;45101;298458;75362;254553
2017-08-31;103437;241642;88092;44894;298004;76600;257725
2017-09-01;104409;241050;88453;45062;298781;76702;256723
2017-09-04;105067;240224;88753;45014;299271;76391;255374
2017-09-05;105596;240310;89347;44924;299712;76404;254049
2017-09-06;107318;241527;89726;45045;299957;76535;249747
2017-09-07;107376;243191;90141;44908;300491;76727;248619
2017-09-08;107650;245254;90620;44882;301312;76924;247182
2017-09-11;111149;246118;90863;45707;301778;76858;241877
2017-09-12;113399;245371;91145;45851;302480;76979;242703
2017-09-13;113632;245862;91482;45780;303334;77159;240830
2017-09-14;113657;247231;91945;45677;304207;77332;235627
2017-09-15;113120;249340;92449;45574;305042;77639;233696
2017-09-18;114409;248730;92747;45654;305830;77875;235029
2017-09-19;113643;247493;93086;45445;306756;78064;237900
2017-09-20;114151;248338;93420;45094;307655;78220;240141
2017-09-21;113121;249100;93808;44847;308239;78335;242823
2017-09-22;113885;250352;94312;44866;309548;78500;243462
2017-09-25;116573;250617;94520;45301;310233;78684;248561
2017-09-26;115510;250249;94845;45647;310977;78904;250997
2017-09-27;113794;250780;95458;45664;311618;79132;254379
2017-09-28;112218;252517;96017;45872;311933;79417;255618
2017-09-29;110594;255250;96755;46330;311322;80308;256973
2017-10-02;113935;254513;97347;46150;312933;80235;256990
2017-10-03;114935;251240;97690;46510;313613;80369;259003
2017-10-04;114470;251241;98079;46370;314198;80573;256053
2017-10-05;115128;253193;98546;46209;314233;80675;251638
2017-10-06;113827;254716;99146;46324;314906;80973;250273
2017-10-09;116958;255545;99508;46938;315434;80748;245941
2017-10-10;119565;255545;99870;46661;316143;80710;245916
2017-10-11;119749;255547;100202;46473;317031;80845;244163
2017-10-12;121322;256359;100669;46394;317877;81063;239929
2017-10-13;119906;258170;101123;46492;318949;81148;237867
2017-10-17;123974;258045;101376;46371;319717;81196;239444
2017-10-18;124083;256815;101810;46096;320143;81384;243454
2017-10-19;120961;256705;102328;45883;320701;81531;245616
2017-10-20;120751;258789;102886;45323;322163;81715;247644
2017-10-23;120980;257909;103175;45845;322784;81605;252524
2017-10-24;123018;256437;103580;45439;324393;81820;256872
2017-10-25;121788;256955;104076;45362;325347;81973;260121
2017-10-26;120623;258444;104545;45078;326124;82142;262803
2017-10-27;118648;259719;105029;44991;326869;82329;264926
2017-10-30;119882;260361;105417;45318;327539;82530;267188
2017-10-31;119545;260360;106041;46101;327323;83342;269451
2017-11-01;123265;258859;106721;46111;328188;83505;266185
2017-11-02;119983;259579;107214;46148;328739;83422;266658
2017-11-03;121265;261660;107730;45905;328654;83633;263638
2017-11-07;128100;262628;108209;46904;328800;83474;260870
2017-11-08;129298;262403;108607;46981;329809;83874;259782
2017-11-09;125280;263874;109215;47137;330882;84103;254910
2017-11-10;125910;266928;109758;47094;331459;84015;249980
2017-11-13;129021;266414;110111;47143;332187;83627;251301
2017-11-14;128028;265500;110608;47314;333097;83976;253875
2017-11-15;127256;266720;111086;46913;333924;84044;255320
2017-11-16;125247;267359;111684;46812;335200;84282;255439
2017-11-17;123287;268608;112258;46404;336114;84489;257217
2017-11-21;126112;268859;112643;46858;337126;84582;260194
2017-11-22;130442;266675;113097;46333;338813;84521;264659
2017-11-23;128801;267170;113589;46169;339551;84674;268613
2017-11-24;128478;269314;114161;46186;340402;84906;270260
2017-11-27;126022;269496;114552;46507;341235;85111;274826
2017-11-28;126298;268638;115040;47289;342086;85295;278489
2017-11-29;125639;269469;115526;47221;342631;85640;282228
2017-11-30;123188;271838;116515;46133;342292;86101;285494
2017-12-01;127120;270050;116847;46295;343082;86508;284936
2017-12-04;127964;269062;117359;47417;343646;86582;284664
2017-12-05;128612;269300;117949;47395;343936;86444;287347
2017-12-06;129304;270872;118771;47334;343969;86278;283321
2017-12-07;129743;273320;119455;48132;344703;86388;278134
2017-12-11;132053;274343;119814;49382;344956;86132;272815
2017-12-12;133955;274022;120324;49536;345796;86207;273737
2017-12-13;132464;274325;121016;49597;346442;86346;271494
2017-12-14;134966;276081;121655;49397;347315;86466;269104
2017-12-15;134967;278292;122366;49341;348313;86620;264603
2017-12-18;140768;278899;122971;49746;348308;86698;265050
2017-12-19;140241;277879;123325;49569;348698;86847;268516
2017-12-20;134905;279954;124165;49234;349205;86977;269705
2017-12-21;134700;281207;125025;49115;349220;87675;272255
2017-12-22;131443;283581;126204;50294;350519;87907;274169
2017-12-26;130341;283900;126846;51853;351058;88019;279964
2017-12-27;130294;283628;127733;53696;351740;88246;286204
2017-12-28;123827;286185;128923;53392;352072;89008;290040
2017-12-29;119778;289107;129823;54605;351780;88513;293120
2018-01-02;124222;287972;129639;53972;351999;88927;293088
2018-01-03;128300;282124;130405;53928;352460;89045;294071
2018-01-04;125614;281167;130963;53580;352818;89158;291947
2018-01-05;127377;282470;131413;53769;352943;88792;289847
2018-01-08;130988;282312;131712;53299;353340;89270;285639
2018-01-09;133649;282064;132143;53163;353864;89029;284096
2018-01-10;135867;282267;132663;52873;354629;88872;279685
2018-01-11;135983;282280;133388;52610;355235;89017;277560
2018-01-12;134551;282965;133959;52292;355905;89208;271807
2018-01-15;135740;282713;134319;51869;356497;89246;272242
2018-01-16;137846;279951;134762;51884;357249;89399;275786
2018-01-17;135136;279051;135252;51787;358021;89593;277622
2018-01-18;134672;279948;135759;51237;359042;89852;279038
2018-01-19;133588;280951;136317;50546;359427;89988;281009
2018-01-22;135888;280913;136693;50240;360163;90013;284441
2018-01-23;136598;278461;137178;49888;360879;90335;288784
2018-01-24;136715;277959;137730;49728;362400;90110;290696
2018-01-25;134679;278475;138295;49641;362788;90127;293077
2018-01-26;132568;279637;138556;49714;363314;90139;295491
2018-01-29;131148;279472;139433;49652;363943;90319;304517
2018-01-30;132181;278472;139984;49544;364417;90404;303145
2018-01-31;130175;279013;140539;50503;365687;89472;302865
2018-02-01;132176;276797;140967;50206;364758;91048;308956
2018-02-02;132396;276618;141416;50493;365254;91195;305325
2018-02-05;133248;276376;141867;50400;365440;90988;303600
2018-02-06;133937;276258;142441;50714;365481;91055;304059
2018-02-07;132934;276438;143201;50753;366203;91178;300977
2018-02-08;132340;278930;143922;50566;366541;91144;295824
2018-02-09;135515;278367;144100;50721;366785;91315;292068
2018-02-14;141557;277956;144471;51265;367348;91131;287847
2018-02-15;148335;275317;145092;50946;368155;91317;287091
2018-02-16;142916;274522;145872;50276;369023;91407;288710
2018-02-19;143860;273667;145962;49876;369324;91634;284484
2018-02-20;146882;272705;145978;50038;369811;91688;286645
2018-02-21;144465;273248;146677;49873;370501;91859;288433
2018-02-22;146474;273879;147507;49336;371914;91998;291428
2018-02-23;143445;274487;148349;48788;372629;92543;292982
2018-02-26;141381;275075;148957;48415;373176;92650;295526
2018-02-27;140641;274685;149546;49228;375017;92897;301577
2018-02-28;139895;276295;150393;49877;374300;93232;303745
2018-03-01;142966;274912;150952;48691;374744;92838;302174
2018-03-02;140947;273384;151754;48154;374922;93444;304176
2018-03-05;142593;274203;152330;48000;375008;93234;303317
2018-03-06;144794;274105;152879;47638;375197;93326;305226
2018-03-07;142387;275114;153568;47537;376302;93597;302614
2018-03-08;141022;276847;154439;47506;377079;93556;298455
2018-03-09;143408;278699;155254;47444;377884;93929;295206
2018-03-12;148057;279204;155790;47230;378332;93658;292104
2018-03-13;149693;277939;156344;47798;378545;93798;294786
2018-03-14;147635;277788;156956;48407;379355;93933;292199
2018-03-15;149643;278678;157749;48218;380114;94068;287483
2018-03-16;147824;279521;158502;48696;380974;94176;285464
2018-03-19;145591;279311;159140;48367;381803;94320;286716
2018-03-20;146270;278623;159769;47799;382668;94441;290445
2018-03-21;145521;277993;160414;47475;383521;94491;292372
2018-03-22;144857;278957;161201;47669;384825;94600;294775
2018-03-23;143304;280872;162056;47357;385500;94825;296874
2018-03-26;143817;281016;162695;48318;386039;94988;300067
2018-03-27;144435;281944;163696;49123;386457;95220;305207
2018-03-28;140152;284944;164691;49822;386514;94545;312562
2018-04-03;143688;284615;164955;50444;385247;96328;307568
2018-04-04;147383;278709;165341;50579;385907;96314;306336
2018-04-05;144796;278674;166104;50382;386042;96096;310416
2018-04-06;146528;278702;166187;50214;386841;96315;307711
2018-04-09;150974;279757;166823;50043;386904;96377;301856
2018-04-10;154634;280665;167384;50092;387621;96155;300248
2018-04-11;154966;281058;167916;50269;388452;96207;296593
2018-04-12;155348;281120;168464;50414;389138;96410;290884
2018-04-13;153334;282787;169058;50409;389925;96479;288088
2018-04-16;156501;283924;169800;50116;390600;96521;288474
2018-04-17;158180;281811;170024;49752;391650;96642;292586
2018-04-18;158968;280778;170274;50007;392068;96843;294644
2018-04-19;154324;281844;171244;50382;392761;97112;296266
2018-04-20;154845;283821;172198;50387;393566;97214;298498
2018-04-23;154151;282329;172985;50087;394422;97088;301760
2018-04-24;154572;281364;173978;50503;395185;97277;307723
2018-04-25;154209;282116;175170;50767;396690;97497;310879
2018-04-26;155128;283313;176723;50998;397143;97672;312514
2018-04-27;152173;286311;178417;51080;396055;96224;317082
2018-05-02;156794;285762;178639;51665;396787;97924;311166
2018-05-03;161174;281487;179031;52768;397385;97960;314210
2018-05-04;156411;281840;179519;51870;397640;98129;310757
2018-05-07;160016;282869;179835;52004;397126;98184;306460
2018-05-08;158762;283194;180168;51981;397591;98250;306450
2018-05-09;161253;282561;180625;51723;398427;98154;301638
2018-05-10;163988;284276;181135;52412;398736;98236;294563
2018-05-11;165581;285515;181614;52381;399317;98152;290348
2018-05-14;166280;285050;181990;52490;399895;98316;290704
2018-05-15;165949;283773;182430;52220;400300;98263;293913
2018-05-16;164043;282076;182894;52289;400791;98211;296436
2018-05-17;158023;282078;183501;51810;401492;98388;297472
2018-05-18;156810;283299;184194;51138;402162;98616;301876
2018-05-21;157500;282943;184659;50690;402752;98579;306300
2018-05-22;160117;280411;185052;51088;403165;98443;311629
2018-05-23;158164;280138;185705;50663;404851;98615;313308
2018-05-24;157247;280680;186328;50280;405165;99199;316477
2018-05-28;156927;280616;186839;49939;405574;99200;319012
2018-05-29;156607;278242;187503;49793;406040;99357;324869
2018-05-30;154023;279888;188338;49874;406324;99505;330223
2018-05-31;152606;280024;189543;50245;404890;99680;336042
2018-06-01;156057;278526;189730;50968;405568;99840;333917
2018-06-04;155838;276374;189989;51008;405571;99848;332851
2018-06-05;157675;276525;190160;50591;405600;99839;335059
2018-06-06;159277;275915;190453;50710;405428;99912;333397
2018-06-07;157805;277342;190758;50996;405667;99981;326117
2018-06-08;156170;280040;191160;51238;405973;99990;322620
2018-06-11;160197;280278;191526;51112;405938;99876;317616
2018-06-12;164905;278800;191765;50939;406291;99951;320064
2018-06-13;164747;278713;192035;51448;406835;100034;317983
2018-06-14;165451;279714;192329;51500;407353;100059;311630
2018-06-15;162892;280372;192725;51849;407755;100043;309050
2018-06-18;162994;280237;192927;51977;408098;100067;310997
2018-06-19;163417;278238;193095;51425;408570;100164;315173
2018-06-21;165113;278487;193554;51389;409040;100070;318787
2018-06-22;164002;278080;193931;50965;409875;100024;321786
2018-06-25;170452;276025;193904;51218;409821;100051;324527
2018-06-26;167606;275745;194328;51450;410118;100081;329816
2018-06-27;164703;276395;194644;51927;410287;100164;335495
2018-06-28;163508;279049;194938;52218;410183;100209;337206
2018-06-29;158068;283699;195491;51763;408335;98628;340915
2018-07-02;166478;282660;195579;53223;408466;100432;334581
2018-07-03;167054;278853;195799;53748;408522;100748;333802
2018-07-04;165571;277425;196001;53502;408473;100525;330343
2018-07-05;166827;279118;196341;53289;408363;100262;324578
2018-07-06;165800;281529;196567;53379;407987;100286;322180
2018-07-10;171370;282388;196710;53399;407611;100008;317014
2018-07-11;175835;280172;196807;53496;407772;99949;316927
2018-07-12;177194;280186;197065;53265;408014;100020;311504
2018-07-13;174057;282295;197393;53582;408488;100123;306513
2018-07-16;177428;281795;197516;53759;408730;100029;306046
2018-07-17;175927;281290;197660;53357;409271;100129;309492
2018-07-18;173393;281332;197861;53103;409854;100190;312568
2018-07-19;171874;282281;198119;52635;410374;100259;314700
2018-07-20;170957;283360;198365;52864;410461;100310;317515
2018-07-23;171234;282400;198513;52220;410846;100010;321294
2018-07-24;171111;280016;198743;52012;412334;100092;324301
2018-07-25;169019;280349;198919;52135;412697;100149;330004
2018-07-26;167510;280829;199114;52788;412695;100217;333217
2018-07-27;165464;281608;199333;52736;412718;100303;334183
2018-07-30;166914;281833;199505;51903;412822;100344;337506
2018-07-31;165524;280342;199905;55106;411685;98784;343042
2018-08-01;171367;277226;200035;53891;412123;100740;336225
2018-08-02;168659;276384;200194;52881;412244;100857;331882
2018-08-03;166713;277880;200423;52434;412131;100882;330893
2018-08-06;170309;278328;200567;52673;411740;100598;326549
2018-08-07;171999;277587;200792;52374;412042;100574;326881
2018-08-08;170373;278313;201108;52247;412442;100586;321283
2018-08-09;173743;279819;201394;51696;412969;100662;314890
2018-08-10;173347;278346;201567;51720;413159;100384;310776
2018-08-13;178298;277679;201603;52169;413639;100098;311196
2018-08-14;175311;278874;201758;52429;414216;100083;314670
2018-08-15;175244;278069;201969;51997;414741;100079;316686
2018-08-16;173304;278125;202225;51824;415377;100131;317411
2018-08-17;173147;278705;202536;50964;416031;100232;319776
2018-08-21;176656;278983;202602;50656;416645;100214;323991
2018-08-22;179398;276502;202790;50463;418411;100204;329516
2018-08-23;174118;274669;203001;50285;418778;100239;333901
2018-08-24;169936;276353;203273;48859;419224;100343;336416
2018-08-27;169506;276378;203368;49967;419701;100392;340638
2018-08-28;169235;275223;203541;50178;420141;100466;344785
2018-08-29;168755;275951;203743;49771;420626;100528;351471
2018-08-30;167935;277845;203920;50343;420627;100981;354391
2018-08-31;162166;279681;203842;52987;419329;98989;359370
2018-09-03;169713;276089;204212;50260;419559;98532;354895
2018-09-04;170762;273111;204318;49111;419663;98615;355581
2018-09-05;167119;273254;204341;50015;419572;100790;353957
2018-09-06;168568;274536;204499;49720;419603;100793;347142
2018-09-07;170486;275676;204684;49542;419647;100912;343762
2018-09-10;176227;275250;204693;49326;419241;100505;337309
2018-09-11;178058;273429;204684;50024;419557;100275;340691
2018-09-12;180792;272470;204881;50006;419911;100307;335279
2018-09-13;178560;273296;205049;49877;420218;100368;328869
2018-09-14;177928;274782;205238;49642;420639;100383;325091
2018-09-17;182401;274862;205224;49436;420906;100309;326511
2018-09-18;178990;273696;205362;48923;421277;100311;331260
2018-09-19;176698;273398;205501;49276;421735;100381;332928
2018-09-20;174893;274334;205573;48393;422031;100426;336464
2018-09-21;174032;274567;205614;48039;422237;100384;338380
2018-09-24;175370;273661;205773;48302;423174;100347;342344
2018-09-25;177212;270675;205752;47745;423135;100136;347283
2018-09-26;175303;270543;205927;47631;423173;100455;351363
2018-09-27;174518;272125;206055;47445;423204;100621;355700
2018-09-28;170488;274341;206196;50320;421380;98951;359919
2018-10-01;172551;271956;206219;47228;421507;101032;354763
2018-10-02;173848;268362;206288;46107;421706;101040;358233
2018-10-03;170909;266344;206381;46078;421679;101001;354289
2018-10-04;170249;266898;206495;46006;421171;101004;349644
2018-10-05;166985;268414;206537;45789;420894;100672;347057
2018-10-08;167000;268028;206706;46445;420543;100285;342125
2018-10-09;169379;267252;206761;46524;420805;100181;341382
2018-10-10;169682;267255;206798;46258;420697;99835;335804
2018-10-11;169766;266779;206835;46379;420932;99807;331127
2018-10-12;169149;267476;206945;46252;421278;99833;327000
2018-10-16;174266;266226;206969;46073;421442;99699;328889
2018-10-17;173140;263363;207117;45993;421776;99633;333606
2018-10-18;167022;262330;207276;45299;422276;99625;336211
2018-10-19;163107;263660;207451;45015;422525;99658;338073
2018-10-22;164970;263688;207540;44953;422758;99447;342225
2018-10-23;164914;260839;207586;44753;424098;99075;348550
2018-10-24;163687;259614;207640;44509;424388;99303;353479
2018-10-25;157981;259388;207713;44116;424518;99434;355870
2018-10-26;155809;259720;207854;43485;424734;99463;358617
2018-10-29;153038;258708;207918;43221;424764;99348;361638
2018-10-30;153520;257705;207985;43103;424543;99567;371088
2018-10-31;152044;257308;208188;48882;421297;97449;373223
2018-11-01;158027;254732;208091;45268;423185;99991;375300
2018-11-02;156185;254147;208177;44942;422966;100013;377303
2018-11-05;157341;254554;208269;44990;421558;99289;375728
2018-11-07;158306;252851;208439;45847;421452;99240;376372
2018-11-08;159074;252313;208502;46484;421670;99162;373492
2018-11-09;154941;253209;208592;46063;422090;99164;365282
2018-11-12;161422;253142;208560;47270;420777;98722;358562
2018-11-13;163773;251212;208677;45938;422185;98768;359348
2018-11-14;160228;250438;208769;47158;421444;98675;356287
2018-11-15;160069;251266;208873;46913;421675;98652;353615
2018-11-16;159203;251786;208999;45818;422045;98649;345861
2018-11-20;158980;250639;209066;45693;422123;98445;348138
2018-11-21;159768;248234;209190;45800;422551;98323;352389
2018-11-22;156969;247674;209279;45853;423876;98042;353746
2018-11-23;156900;248634;209325;45289;423949;97710;355126
2018-11-26;159485;248086;209433;45450;424080;98102;363125
2018-11-27;158580;248324;209563;45786;424101;98106;370999
2018-11-28;155703;249291;209658;46062;423815;98156;374708
2018-11-29;155774;251010;209921;46815;422911;95507;380053
2018-12-03;162365;250633;209796;46508;421722;98221;374670
2018-12-04;162954;246188;209902;47088;421479;98198;374421
2018-12-05;158851;245108;209941;45785;422322;97914;372682
2018-12-06;158117;246772;210088;46171;421587;97746;365483
2018-12-07;158421;248323;210218;46096;421299;97714;360669
2018-12-10;164110;248839;210251;45995;420665;97310;354700
2018-12-11;164420;247497;210263;45719;420591;97279;355409
2018-12-12;164839;247670;210342;45642;420656;97304;349886
2018-12-13;160832;248127;210591;45689;420888;97315;344842
2018-12-14;158201;248837;210690;45886;420960;97294;341238
2018-12-17;161419;248796;210687;46229;420907;97180;342586
2018-12-18;159968;246661;210701;46978;421059;97225;346618
2018-12-19;153713;248511;210764;46682;420747;97274;347426
2018-12-20;153112;249956;210823;48398;420812;97205;349188
2018-12-21;148021;251039;210910;48471;420600;97120;350234
2018-12-26;149016;250609;210858;49468;421689;97002;357478
2018-12-27;147355;251047;210879;49816;421443;96953;372931
2018-12-28;140137;252277;210819;53059;418763;94681;387510
2019-01-02;144582;250450;210857;52199;419192;94067;374998
2019-01-03;146398;240537;210837;52399;417300;94040;376500
2019-01-04;141337;241878;210856;52514;417174;94037;379263
2019-01-07;145107;241881;210809;52295;416005;93306;370409
2019-01-08;144400;240210;210826;52136;415924;93135;369327
2019-01-09;147034;240603;210834;52200;415988;93118;362571
2019-01-10;150395;240537;210787;52060;415784;92858;355360
2019-01-11;151567;241146;210858;51974;415942;92781;346226
