Fecha;Centavos Diarios;Necesario para Presupuesto 2022;Promedio diario del mes
2021-08-26;6,17000000000019;6,82012195121951;3,54015151515147
2021-08-27;2,16999999999956;6,82959266802444;3,54015151515147
2021-08-30;5,00000000000019;6,84084016393442;3,54015151515147
2021-08-31;3,49999999999966;6,84770020533881;3,54015151515147
2021-09-01;2,83000000000015;6,8559670781893;3,15136363636363
2021-09-02;5,3299999999993;6,85911340206186;3,15136363636363
2021-09-03;3,50000000000108;6,86605371900826;3,15136363636363
2021-09-06;2,72333333333326;6,89189189189189;3,15136363636363
2021-09-07;3,82999999999925;6,89827083333333;3,15136363636363
2021-09-08;3,50000000000108;6,90536534446764;3,15136363636363
2021-09-09;2,66999999999911;6,91422594142259;3,15136363636363
2021-09-10;4,67000000000013;6,91893081761006;3,15136363636363
2021-09-13;3,71999999999986;6,93917721518987;3,15136363636363
2021-09-14;1,17000000000047;6,95137420718816;3,15136363636363
2021-09-15;2,50000000000057;6,96080508474576;3,15136363636363
2021-09-16;6,66999999999973;6,96142250530785;3,15136363636363
2021-09-17;3,65999999999929;6,96844680851064;3,15136363636363
2021-09-20;4,44666666666696;6,98464668094218;3,15136363636363
2021-09-21;0,999999999999091;6,99748927038627;3,15136363636363
2021-09-22;1,3300000000001;7,00967741935484;3,15136363636363
2021-09-23;1,3300000000001;7,02191810344828;3,15136363636363
2021-09-24;4,17000000000058;7,0280777537797;3,15136363636363
2021-09-27;3,60999999999999;7,05036956521739;3,15136363636363
2021-09-28;1,34000000000043;7,06281045751634;3,15136363636363
2021-09-29;2,32999999999919;7,07314410480349;3,15136363636363
2021-09-30;3,00000000000011;7,08205689277899;3,15136363636363
2021-10-01;4,67000000000013;7,08734649122807;3,78333333333331
2021-10-04;3,44333333333348;7,11147902869757;3,78333333333331
2021-10-05;1,50000000000006;7,12389380530973;3,78333333333331
2021-10-06;2,16999999999956;7,13487804878049;3,78333333333331
2021-10-07;2,32999999999919;7,14555555555556;3,78333333333331
2021-10-08;0;7,16146993318486;3,78333333333331
2021-10-11;0;7,20964125560538;3,78333333333331
2021-10-12;15,5000000000001;7,19101123595506;3,78333333333331
2021-10-13;2,50000000000057;7,20157657657658;3,78333333333331
2021-10-14;3,00000000000011;7,21106094808126;3,78333333333331
2021-10-15;3,00000000000011;7,22058823529412;3,78333333333331
2021-10-18;3,00000000000011;7,24943052391799;3,78333333333331
2021-10-19;3,00000000000011;7,25913242009132;3,78333333333331
2021-10-20;3,3299999999997;7,26812356979405;3,78333333333331
2021-10-21;3,00000000000011;7,2779128440367;3,78333333333331
2021-10-22;3,00000000000011;7,28774712643678;3,78333333333331
2021-10-25;3,16666666666663;7,31636574074074;3,78333333333331
2021-10-26;3,34000000000003;7,32559164733178;3,78333333333331
2021-10-27;8,99999999999892;7,3216976744186;3,78333333333331
2021-10-28;7,50000000000028;7,32128205128205;3,78333333333331
2021-10-29;3,00000000000011;7,3313785046729;3,78333333333331
2021-11-01;3,44333333333348;7,35882352941176;4,14651515151515
2021-11-02;2,83000000000015;7,36950471698113;4,14651515151515
2021-11-03;4,99999999999972;7,37510638297872;4,14651515151515
2021-11-04;4,84000000000009;7,38111374407583;4,14651515151515
2021-11-05;-0,499999999999545;7,39983372921615;4,14651515151515
2021-11-08;3,44333333333301;7,42822966507177;4,14651515151515
2021-11-09;4,82999999999976;7,43446043165468;4,14651515151515
2021-11-10;4,50000000000017;7,44151442307692;4,14651515151515
2021-11-11;3,17000000000007;7,45180722891566;4,14651515151515
2021-11-12;5,16999999999967;7,45731884057971;4,14651515151515
