Fecha;Circulante en Entidades;Circulante en Público;Cta. Cte. en BCRA
2021-09-07;210793;1958402;748461
2021-09-08;211347;1959659;788923
2021-09-09;217392;1961782;793443
2021-09-10;217667;1961262;793022
2021-09-13;212749;1965743;747376
2021-09-14;220587;1955937;684020
2021-09-15;221300;1950834;738443
2021-09-16;215252;1952532;721175
2021-09-17;218645;1945500;779996
2021-09-20;216138;1945521;713827
2021-09-21;219256;1938582;714003
2021-09-22;216509;1937982;736112
2021-09-23;215264;1938548;793975
2021-09-24;214419;1939374;807440
2021-09-27;206675;1947462;788845
2021-09-28;218315;1945004;801196
2021-09-29;225621;1940086;778664
2021-09-30;240994;1941421;757922
2021-10-01;236129;1949213;757696
2021-10-04;221403;1968525;847129
2021-10-05;245567;1973934;855254
2021-10-06;245346;1982598;844987
2021-10-07;244652;1992989;680834
2021-10-12;234691;2007928;972452
2021-10-13;246890;1992504;939706
2021-10-14;248923;1986375;942960
2021-10-15;246147;1981979;849106
2021-10-18;237025;1983694;702844
2021-10-19;239976;1974303;844373
2021-10-20;238791;1968617;799226
2021-10-21;234172;1967886;770878
2021-10-22;226649;1971111;767881
2021-10-25;217362;1978890;722275
2021-10-26;220792;1977502;741492
2021-10-27;223185;1978624;847233
2021-10-28;233867;1982347;868286
2021-10-29;229685;1992336;787268
2021-11-01;214963;2012886;802647
2021-11-02;230480;2014537;790467
2021-11-03;227681;2022002;819164
2021-11-04;235275;2029250;833458
2021-11-05;229182;2040894;785886
2021-11-08;212082;2061388;753351
2021-11-09;227990;2059811;885061
2021-11-10;230867;2059532;965594
2021-11-11;230556;2067785;1046103
2021-11-12;229450;2071349;1000032
2021-11-15;225388;2076186;965550
2021-11-16;235240;2067467;885728
2021-11-17;237798;2063938;888983
2021-11-18;241232;2065036;800332
2021-11-19;236297;2068939;754461
2021-11-23;231795;2076095;839667
2021-11-24;239522;2067679;856406
2021-11-25;249415;2067313;896810
2021-11-26;251934;2065357;866948
2021-11-29;249044;2069660;815615
2021-11-30;258349;2068458;809335
2021-12-01;256754;2073660;932641
2021-12-02;263009;2090518;946254
2021-12-03;255624;2105656;939998
