Fecha;Caja de Ahorros;Circulante en poder del público;Cta. Cte.
2016-08-09;274281;445438,65488754;298585
2016-08-10;269092;444399,92585254;311464
2016-08-11;262591;443009,00918705;310336
2016-08-12;257691;441925,9925382;301324
2016-08-16;249538;440272,81834414;306168
2016-08-17;246763;437061,37946804;322063
2016-08-18;248886;436078,93658365;321900
2016-08-19;247130;436461,60579945;324133
2016-08-22;237998;435456,30942885;341222
2016-08-23;234562;433200,50300345;347392
2016-08-24;237405;432611,7078154;360803
2016-08-25;238894;432374,2432108;362845
2016-08-26;244793;432504,7593158;355690
2016-08-29;249572;432174,1109676;376089
2016-08-30;256002;430464,58861784;372983
2016-08-31;277013;431526,89853987;342333
2016-09-01;289952;434489,57955557;327380
2016-09-02;288871;438796,42296197;310937
2016-09-05;286009;442470,39628599;317620
2016-09-06;292211;443747,83222094;310311
2016-09-07;288174;446572,48109154;309618
2016-09-08;281531;448820,91085393;311511
2016-09-09;278871;449790,67595633;312262
2016-09-12;270902;448489,97367633;319600
2016-09-13;261887;444724,52340033;325750
2016-09-14;261988;443124,46654345;328789
2016-09-15;262656;442474,07386967;325731
2016-09-16;262224;442512,39370987;313519
2016-09-19;248895;441498,89513737;329397
2016-09-20;244699;439744,58175637;339864
2016-09-21;246260;438722,06053737;342216
2016-09-22;242897;438950,68062397;342855
2016-09-23;244538;439652,36858497;341636
2016-09-26;245431;439861,30566107;351730
2016-09-27;245295;439149,03438907;355112
2016-09-28;255864;438544,66330027;356810
2016-09-29;264000;438659,68527302;327557
2016-09-30;288673;441107,98116389;327629
2016-10-03;288556;444828,60130139;340765
2016-10-04;285397;446514,9525002;326482
2016-10-05;289355;448758,3273422;326964
2016-10-06;300862;451642,2313362;311094
2016-10-07;295132;455682,09089387;306067
2016-10-11;278458;457036,16487946;314062
2016-10-12;274656;453504,69365478;323048
2016-10-13;269084;451697,38172152;334128
2016-10-14;264111;451114,75748332;337356
2016-10-17;258230;449825,83925907;351449
2016-10-18;256745;447184,13969307;349618
2016-10-19;255410;445382,70408027;356243
2016-10-20;255745;444893,15333293;361752
2016-10-21;253599;445069,95335093;358900
2016-10-24;248508;444354,07844493;367770
2016-10-25;247583;442483,98697893;368969
2016-10-26;255314;442221,64242383;368701
2016-10-27;258180;443457,17346943;359179
2016-10-28;273421;444314,77346943;370809
2016-10-31;296337;446931,90820048;347991
2016-11-01;302891;448124,81544904;334937
2016-11-02;301621;450808,55800666;326528
2016-11-03;302012;453978,34302766;323205
2016-11-04;317509;458763,32895416;321397
2016-11-07;305295;463498,64960607;325125
2016-11-08;296297;463079,30939682;321324
2016-11-09;289516;462767,03451602;336150
2016-11-10;282646;462154,80479162;366228
2016-11-11;279162;461666,72341602;365762
2016-11-14;275115;460366,94701402;373560
2016-11-15;270415;457891,50361382;378556
2016-11-16;275694;456599,70730102;375626
2016-11-17;274326;456047,77370554;372484
2016-11-18;272558;455948,10051498;375449
2016-11-21;268921;455403,97942998;387786
2016-11-22;267299;453950,99242738;390309
2016-11-23;269227;454241,14812838;389355
2016-11-24;271072;454784,79153497;385462
2016-11-25;277598;456173,99258847;381895
2016-11-29;285731;456349,69409041;407536
2016-11-30;310303;456821,60955591;389839
2016-12-01;325200;460801,38242043;378046
2016-12-02;324670;466350,69540503;365608
2016-12-05;318804;472984,5185135;377156
2016-12-06;330547;477714,9431285;366263
2016-12-07;326214;483803,55276512;355217
2016-12-12;308327;486222,81133041;369619
2016-12-13;300301;485000,64742941;394665
2016-12-14;300983;485800,24742941;413530
2016-12-15;306486;486469,87012291;407019
2016-12-16;320363;489181,46083365;391734
2016-12-19;322258;494476,24907365;395929
2016-12-20;327349;498007,83021889;385410
2016-12-21;342994;503597,13197782;399186
2016-12-22;348318;512831,00850562;382327
2016-12-23;343660;517743,18919337;389215
2016-12-26;331981;519106,50442237;484247
2016-12-27;326838;519201,64206635;494601
2016-12-28;323139;520595,98244635;527281
2016-12-29;332687;523887,65647486;520187
2016-12-30;350371;527451,26477146;494498
2017-01-02;360863;527824;471249
2017-01-03;350555;527004;455267
2017-01-04;353841;527131;438801
2017-01-05;369680;529174;419667
2017-01-06;365100;532053;409073
2017-01-09;345746;532761;409438
2017-01-10;334711;529337;423838
2017-01-11;332223;526245;417578
2017-01-12;329614;524163;410283
2017-01-13;325801;521813;402059
2017-01-16;317007;520370;416307
2017-01-17;310307;517085;416151
2017-01-18;310209;515649;421205
2017-01-19;307430;514911;419572
2017-01-20;303289;514585;423223
2017-01-23;297140;513149;433506
2017-01-24;294130;511061;439089
2017-01-25;295270;510255;453322
2017-01-26;297439;510449;454606
2017-01-27;302626;510358;443794
2017-01-30;307871;511195;481948
2017-01-31;331847;511166;456302
2017-02-01;343514;513192;428804
2017-02-02;340825;515465;419340
2017-02-03;344933;518318;378726
2017-02-06;346633;522457;369173
2017-02-07;340157;522683;362867
2017-02-08;330204;523106;371398
2017-02-09;327021;523096;377906
2017-02-10;323392;522258;375770
2017-02-13;309627;519677;383557
2017-02-14;306177;516009;396009
2017-02-15;310435;515267;405603
2017-02-16;304361;515087;395152
2017-02-17;304009;513950;405971
2017-02-20;300468;512939;418175
2017-02-21;297653;510518;447415
2017-02-22;309120;510024;428523
2017-02-23;318003;510752;433249
2017-02-24;349741;512580;396952
2017-03-01;362447;515984;377887
2017-03-02;360478;516467;368395
2017-03-03;365278;518924;378566
2017-03-06;363342;524165;384124
2017-03-07;354998;524704;375352
2017-03-08;349327;525806;380473
2017-03-09;338982;525880;389107
2017-03-10;331177;526210;402870
2017-03-13;318275;523688;405850
2017-03-14;312820;518915;420703
2017-03-15;314191;515941;452987
2017-03-16;310371;514417;440172
2017-03-17;304990;513305;438234
2017-03-20;299439;511882;461272
2017-03-21;297727;510338;461611
2017-03-22;295649;510274;464380
2017-03-23;294027;510662;461321
2017-03-27;291011;509814;463834
2017-03-28;295150;507111;452260
2017-03-29;299240;506212;457408
2017-03-30;306545;505108;453847
2017-03-31;339576;506949;421592
2017-04-03;341582;511808;421512
2017-04-04;339189;513247;402727
2017-04-05;346201;515576;400750
2017-04-06;353411;517855;399298
2017-04-07;350439;523569;380569
2017-04-10;334537;525828;401140
2017-04-11;325871;523046;404644
2017-04-12;321452;521505;410445
2017-04-17;304326;516604;426482
2017-04-18;298436;512522;440515
2017-04-19;301011;510524;449846
2017-04-20;296097;510160;438103
2017-04-21;293622;510259;433297
2017-04-24;288980;510157;459546
2017-04-25;287670;507889;460058
2017-04-26;299904;507749;454821
2017-04-27;317534;508643;458462
2017-04-28;349836;513664;422860
2017-05-02;348754;519970;418231
2017-05-03;343247;519850;407136
2017-05-04;345417;522290;398714
2017-05-05;363038;526962;381086
2017-05-08;343555;531440;377474
2017-05-09;340681;529822;374662
2017-05-10;331816;528815;387607
2017-05-11;327175;526845;396127
2017-05-12;324452;525584;410664
2017-05-15;314927;523941;417709
2017-05-16;317078;521034;411573
2017-05-17;318475;520296;411209
2017-05-18;311933;519947;420652
2017-05-19;312085;520633;432202
2017-05-22;303951;520637;443351
2017-05-23;300699;519079;444441
2017-05-24;302064;519046;446545
2017-05-26;303666;519839;459730
2017-05-29;308278;520017;464577
2017-05-30;321313;520086;448164
2017-05-31;348113;521632;418837
2017-06-01;364280;525859;418559
2017-06-02;376212;531428;405402
2017-06-05;369283;537379;399039
2017-06-06;378051;539582;410613
2017-06-07;374666;542479;403486
2017-06-08;368103;545227;410590
2017-06-09;359064;547113;400098
2017-06-12;342916;547174;411884
2017-06-13;332990;543439;417624
2017-06-14;334395;541467;432179
2017-06-15;332770;541304;431557
2017-06-16;330957;541971;419065
2017-06-19;325244;543080;421831
2017-06-21;327647;541838;495412
2017-06-22;331657;541503;492428
2017-06-23;329244;544312;483348
2017-06-26;328370;546242;476914
2017-06-27;329594;546707;487248
2017-06-28;347770;549520;475030
2017-06-29;365669;552980;471098
2017-06-30;411201;560039;431211
2017-07-03;411568;568279;418195
2017-07-04;402700;571351;404720
2017-07-05;409983;575506;388862
2017-07-06;427145;580450;378100
2017-07-07;423176;584387;363570
2017-07-10;399698;588790;387051
2017-07-11;385990;585819;406595
2017-07-12;379043;583115;417029
2017-07-13;376338;581956;414564
2017-07-14;378793;581026;415582
2017-07-17;366547;580535;419361
2017-07-18;360980;577659;416128
2017-07-19;367674;576583;434122
2017-07-20;361130;576799;425508
2017-07-21;359307;577237;423815
2017-07-24;351277;577565;443642
2017-07-25;347730;575812;458719
2017-07-26;351409;574836;465077
2017-07-27;358674;575928;462793
2017-07-28;372944;578013;453063
2017-07-31;395257;580859;426327
2017-08-01;404470;581868;416005
2017-08-02;400298;584331;409198
2017-08-03;396954;587159;401991
2017-08-04;420588;591816;384164
2017-08-07;402245;597246;394692
2017-08-08;392767;596534;395328
2017-08-09;389326;595943;403394
2017-08-10;382221;595440;414906
2017-08-11;375358;594077;418430
2017-08-14;368381;592814;435019
2017-08-15;362770;589513;438580
2017-08-16;378466;587530;438792
2017-08-17;369961;586946;432215
2017-08-18;365660;587617;428448
2017-08-22;354888;586762;455820
2017-08-23;353188;584168;459436
2017-08-24;349659;583989;461870
2017-08-25;354416;584128;461152
2017-08-28;351252;583825;473775
2017-08-29;353769;582095;480372
2017-08-30;365683;582628;473319
2017-08-31;393668;584396;445412
2017-09-01;411289;588883;429729
2017-09-04;395044;594876;427266
2017-09-05;397070;595423;417744
2017-09-06;411805;599397;410150
2017-09-07;405633;603311;401484
2017-09-08;399710;605624;406123
2017-09-11;381103;605974;429609
2017-09-12;368487;601747;442713
2017-09-13;362326;599083;450534
2017-09-14;363467;597563;454758
2017-09-15;361185;597210;440062
2017-09-18;356549;595853;457689
2017-09-19;348322;592809;459224
2017-09-20;348339;591508;484988
2017-09-21;366064;590760;452232
2017-09-22;363237;592426;450337
2017-09-25;358943;593549;453436
2017-09-26;359297;593279;488039
2017-09-27;354382;592739;487166
2017-09-28;369244;595061;475846
2017-09-29;400279;598556;443242
2017-10-02;407116;604002;436801
2017-10-03;403017;605036;411778
2017-10-04;405664;607374;424513
2017-10-05;420201;611721;408906
2017-10-06;418666;617449;401279
2017-10-09;401208;621583;392125
2017-10-10;390196;618596;398945
2017-10-11;384861;616224;420696
2017-10-12;382399;614465;433558
2017-10-13;378581;614194;428614
2017-10-17;361953;613659;428860
2017-10-18;362967;609154;432413
2017-10-19;358154;607700;444840
2017-10-20;353773;608062;441888
2017-10-23;343843;606837;456306
2017-10-24;342069;605284;461406
2017-10-25;348357;605021;465575
2017-10-26;353485;605572;465463
2017-10-27;361909;607597;478046
2017-10-30;370386;609118;475828
2017-10-31;401647;609201;442824
2017-11-01;413745;612878;432937
2017-11-02;409106;615464;438023
2017-11-03;428780;621059;413067
2017-11-07;408982;622776;417724
2017-11-08;402974;624180;415922
2017-11-09;401476;626764;431531
2017-11-10;398081;629615;425412
2017-11-13;385736;624811;436126
2017-11-14;384093;620996;446559
2017-11-15;388879;619793;443322
2017-11-16;387798;619283;429888
2017-11-17;378299;620004;420783
2017-11-21;364956;618968;446580
2017-11-22;363232;615887;463732
2017-11-23;356180;614878;472780
2017-11-24;364014;616003;482559
2017-11-27;358802;615884;501224
2017-11-28;365738;614932;495048
2017-11-29;385504;616291;486333
2017-11-30;417932;621852;451083
2017-12-01;433827;626339;435394
2017-12-04;419671;632672;438483
2017-12-05;419907;634798;435530
2017-12-06;432092;639053;430235
2017-12-07;430320;645155;424637
2017-12-11;410460;648778;449690
2017-12-12;406772;644659;488989
2017-12-13;405728;643883;503404
2017-12-14;408487;644033;507187
2017-12-15;427984;646470;555166
2017-12-18;438748;649609;540594
2017-12-19;460188;651790;511070
2017-12-20;477189;658699;534785
2017-12-21;490178;669638;511310
2017-12-22;490220;681197;526628
2017-12-26;464558;687507;548276
2017-12-27;470723;690968;561588
2017-12-28;474230;695819;568032
2017-12-29;501954;700820;521132
2018-01-02;512408;702332;532894
2018-01-03;504016;701095;516161
2018-01-04;505747;701111;509184
2018-01-05;520566;703149;479394
2018-01-08;494425;706062;475599
2018-01-09;485965;702849;491590
2018-01-10;470303;699872;513875
2018-01-11;470355;696623;515517
2018-01-12;476640;693656;512691
2018-01-15;474267;690828;504231
2018-01-16;477157;686600;496010
